goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
0.0;0.4;0.0;4.13;51.67;0.4;37.5;0.27;50.0;3.73;0.0;73.06;4.53;50.0;90;0.13;1.33;1.47;1.6;0.0;0.0;0.0;0.8;0.13;0.0;0.0;0.0;0.0;9.07;0.0;26.4;0.93;0.53;25.0;2.93;51.16;1.6;1.33;0.8;0.0;0.8;0.0;0.13;0.0;0.0;0.0;;0.13;0.0;0.0;Jeyson Rojas;Colo Colo
0.0;0.0;0.0;5.89;59.62;1.52;53.33;1.14;33.33;3.04;0.0;63.38;7.41;58.21;90;1.71;0.76;1.14;1.9;0.0;0.0;0.0;1.52;0.0;0.0;0.0;0.0;0.0;7.03;0.19;17.09;0.95;0.38;20.0;0.95;50.0;0.0;0.38;0.0;0.0;2.09;0.57;0.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Alessandro Riep;Audax Italiano
0.09;0.17;0.0;3.55;56.16;0.95;50.0;0.69;66.67;2.51;0.09;78.36;4.5;54.74;90;0.35;0.95;0.61;1.99;0.0;0.0;0.0;1.04;0.0;0.0;0.0;0.0;0.0;9.27;0.0;25.73;0.61;0.35;26.67;1.56;43.9;0.35;0.35;0.87;0.17;2.95;0.61;0.95;2.94;0.09;0.17;;0.0;0.0;0.0;Diego Fernández;O'Higgins
0.0;0.53;0.0;9.32;62.5;1.6;60.0;1.6;66.67;5.33;0.0;74.52;10.92;62.12;90;2.4;1.6;1.86;4.26;0.0;0.0;0.0;0.53;0.27;0.0;0.0;0.0;0.0;8.79;0.0;31.15;0.53;0.0;0.0;3.2;60.0;0.8;1.33;1.33;0.0;1.86;0.53;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bryan Soto;Everton de Viña del Mar
0.05;0.23;0.0;4.04;45.41;0.41;45.0;1.31;53.7;1.9;0.0;70.13;4.44;45.37;90;0.82;0.86;1.22;1.31;0.0;0.0;0.0;1.27;0.27;0.0;0.0;0.0;0.0;8.3;0.14;27.57;1.13;1.09;32.88;3.45;45.24;1.04;0.45;1.68;0.0;1.41;0.5;0.5;3.23;0.09;0.0;0.0;0.0;0.0;0.0;Iván Rozas;Deportes Copiapó
0.15;0.39;0.1;2.27;58.97;1.48;57.69;0.25;83.33;1.43;0.05;82.82;3.74;58.46;90;0.59;1.23;0.05;1.08;0.0;0.0;0.0;1.23;0.1;0.0;0.0;0.0;0.0;3.0;0.0;35.86;0.15;0.05;33.33;3.25;46.15;1.18;4.33;0.34;0.05;0.39;0.3;0.05;37.5;0.0;0.15;0.0;0.0;0.05;0.0;Gary Kagelmacher;Universidad Católica
0.06;0.11;0.06;4.17;54.89;1.14;47.62;0.51;42.86;2.97;0.11;64.73;5.32;53.14;90;0.69;1.6;0.63;1.49;0.0;0.0;0.0;1.14;0.17;0.0;0.0;0.0;0.0;4.86;0.0;19.1;0.46;0.51;21.95;2.4;35.59;1.09;2.69;0.63;0.0;0.69;0.11;0.11;8.33;0.0;0.06;0.0;0.0;0.0;0.0;Oliver Rojas;Audax Italiano
0.0;0.35;0.0;2.84;61.54;1.62;64.0;0.1;100.0;2.28;0.0;79.23;4.46;62.41;90;0.46;0.91;0.25;1.17;0.0;0.0;0.0;1.57;0.41;0.0;0.0;0.0;0.0;1.67;0.0;29.21;0.1;0.05;25.0;3.45;46.58;1.17;4.01;0.81;0.0;0.41;0.05;0.0;0.0;0.0;0.1;;0.0;0.0;0.0;Franco Bechtholdt;Curicó Unido
0.0;0.11;0.06;3.22;59.79;1.11;60.61;1.0;62.07;1.28;0.17;71.29;4.33;60.0;90;0.94;0.5;0.44;1.33;0.0;0.0;0.0;1.17;0.17;0.0;0.0;0.0;0.0;5.22;0.17;23.97;1.22;1.17;22.83;2.5;41.28;1.28;1.44;0.61;0.0;0.33;0.11;0.11;0.0;0.0;0.06;0.0;0.0;0.0;0.0;Nicolás Fernández;Audax Italiano
0.04;0.42;0.04;3.62;44.39;0.71;42.5;0.08;33.33;2.75;0.04;80.1;4.33;44.07;90;0.79;2.29;0.96;1.04;0.0;0.0;0.0;1.12;0.12;0.0;0.0;0.0;0.0;7.08;0.0;32.01;0.29;0.08;13.33;2.79;52.34;0.96;1.54;1.29;0.04;0.71;0.17;0.04;5.88;0.0;0.08;0.0;0.0;0.0;0.0;Dylan Glaby;Coquimbo Unido
0.0;0.22;0.04;4.03;58.82;1.21;67.5;0.85;61.29;2.33;0.13;75.47;5.24;60.62;90;0.85;0.9;0.54;1.12;0.0;0.0;0.0;1.12;0.22;0.0;0.0;0.0;0.0;6.9;0.09;30.87;0.81;0.4;14.75;1.39;27.43;0.94;1.08;0.9;0.0;0.18;0.04;0.0;0.0;0.0;0.18;0.0;0.0;0.0;0.0;Jovany Campusano;Ñublense
0.0;0.11;0.04;0.53;73.68;0.38;90.91;0.08;100.0;0.08;0.0;63.42;0.9;80.0;90;0.45;0.04;0.04;1.02;2.22;1.51;0.72;1.02;0.19;1.02;0.15;0.45;0.15;1.66;0.0;16.21;0.04;0.0;0.0;5.39;36.86;0.0;0.75;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;Cesar Rigamonti;Palestino
0.0;0.28;0.0;2.63;48.72;1.04;57.69;0.28;50.0;1.59;0.07;70.82;3.67;50.96;90;0.83;0.83;0.62;1.66;0.0;0.0;0.0;1.52;0.21;0.0;0.0;0.0;0.0;5.27;0.21;26.4;1.66;1.45;32.81;3.88;42.75;1.87;3.39;1.11;0.0;0.55;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.07;Byron Nieto;Universidad Católica
0.08;0.24;0.08;2.52;55.17;1.42;45.0;0.0;0.0;2.2;0.0;80.0;3.94;51.02;90;0.31;1.1;0.24;1.18;0.0;0.0;0.0;1.73;0.16;0.0;0.0;0.0;0.0;3.23;0.0;29.61;0.47;0.0;0.0;2.6;54.1;1.34;5.35;0.71;0.0;0.24;0.08;0.0;33.33;0.0;0.24;0.0;0.0;0.0;0.0;Manuel Fernández;Unión Española
0.0;0.0;0.0;7.62;65.96;0.49;66.67;1.48;46.15;4.67;0.0;76.02;8.11;66.0;90;1.48;0.98;0.74;1.97;0.0;0.0;0.0;1.72;0.25;0.0;0.0;0.0;0.0;8.85;0.0;31.97;1.97;1.97;53.33;1.48;27.27;1.97;0.25;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Vicente Fernández;Universidad de Chile
0.24;0.24;0.0;3.97;39.39;0.31;27.78;1.04;42.5;1.22;0.12;75.85;4.28;38.25;90;1.71;1.16;3.18;1.53;0.0;0.0;0.0;0.79;0.06;0.0;0.0;0.0;0.0;12.34;0.43;28.59;1.53;0.61;18.52;1.53;50.0;0.37;0.0;0.49;0.18;1.83;0.79;0.73;13.33;0.0;0.0;0.0;0.0;0.0;0.0;Brayan Palmezano;Huachipato
0.0;0.31;0.1;4.36;54.84;1.13;56.41;0.72;70.0;3.18;0.1;72.78;5.48;55.15;90;0.46;1.85;0.41;1.28;0.0;0.0;0.0;1.18;0.05;0.0;0.0;0.0;0.0;6.2;0.15;25.63;0.72;0.26;16.13;1.69;39.29;1.44;2.77;1.08;0.0;0.46;0.05;0.15;0.0;0.0;0.05;0.0;0.0;0.0;0.0;Leandro Díaz;Unión La Calera
0.17;0.43;0.0;4.23;42.79;0.22;29.41;1.73;48.78;1.16;0.09;78.25;4.44;41.87;90;1.34;1.21;1.47;1.12;0.0;0.0;0.0;1.55;0.13;0.0;0.0;0.0;0.0;8.15;0.13;16.61;1.25;0.39;17.65;0.82;55.88;0.26;0.04;1.29;0.09;1.64;0.6;0.39;10.53;0.0;0.86;0.0;0.0;0.0;0.0;Yorman Zapata;Deportes Magallanes
0.0;0.34;0.0;4.75;60.87;0.68;33.33;0.0;0.0;3.74;0.0;78.46;5.43;55.17;90;1.02;1.7;0.68;3.06;0.0;0.0;0.0;0.34;0.68;0.0;0.0;0.0;0.0;6.45;0.0;34.64;1.02;0.0;0.0;5.43;59.26;0.68;1.36;0.68;0.0;1.02;0.34;0.34;0.0;0.0;0.0;;0.0;0.0;0.0;Diego Urzúa;Curicó Unido
0.17;0.08;0.0;1.58;27.14;1.67;58.82;0.42;31.25;0.58;0.08;65.05;3.25;37.5;90;0.58;1.67;1.25;1.67;0.0;0.0;0.0;1.17;0.17;0.0;0.0;0.0;0.0;3.75;0.08;11.17;0.58;0.5;40.0;1.0;70.59;0.33;0.83;0.58;0.08;2.0;1.0;0.25;8.33;0.0;0.33;;0.0;0.0;0.0;Franco Di Santo;Universidad Católica
0.09;0.27;0.0;5.15;50.44;1.36;50.0;1.08;46.15;1.72;0.18;72.64;6.51;50.35;90;2.35;1.72;1.45;1.36;0.0;0.0;0.0;1.08;0.09;0.0;0.0;0.0;0.0;3.25;0.09;13.19;0.9;0.18;11.11;0.63;63.64;0.54;0.18;0.81;0.27;1.99;0.54;0.45;4.55;0.0;0.0;0.0;0.0;0.0;0.0;Clemente Montes;Universidad Católica
0.06;0.23;0.0;3.73;52.8;0.68;42.86;0.96;50.0;1.98;0.06;70.34;4.41;50.98;90;0.79;1.07;0.62;1.41;0.0;0.0;0.0;1.19;0.23;0.0;0.0;0.0;0.0;6.73;0.0;25.63;0.74;0.62;18.64;1.92;40.48;0.96;1.24;0.68;0.0;0.96;0.28;0.28;5.88;0.0;0.06;0.0;0.0;0.0;0.0;Jorge Espejo;Everton de Viña del Mar
0.05;0.22;0.0;1.8;50.0;1.96;59.02;0.11;50.0;1.14;0.0;74.88;3.76;54.33;90;0.54;1.2;0.16;1.04;0.0;0.0;0.0;1.25;0.11;0.0;0.0;0.0;0.0;2.02;0.0;25.17;0.05;0.0;0.0;2.56;36.15;1.69;4.03;0.33;0.0;0.54;0.11;0.05;10.0;0.0;0.0;0.0;0.05;0.0;0.0;Diego Carrasco;Coquimbo Unido
0.0;0.14;0.0;2.3;45.95;2.17;64.0;0.27;33.33;1.49;0.41;67.25;4.47;53.23;90;0.68;0.81;0.95;1.08;0.0;0.0;0.0;1.36;0.41;0.0;0.0;0.0;0.0;4.61;0.14;15.59;0.81;0.41;15.0;1.9;46.67;1.76;1.9;0.41;0.0;0.68;0.14;0.41;0.0;0.0;0.14;;0.0;0.0;0.0;Jens Buss;Deportes Copiapó
0.0;0.05;0.0;2.53;50.91;0.63;56.0;0.59;52.0;1.13;0.09;75.37;3.16;51.85;90;0.81;0.77;0.54;1.31;0.0;0.0;0.0;1.04;0.09;0.0;0.0;0.0;0.0;7.44;0.09;27.32;0.68;0.72;18.18;1.85;41.0;1.08;0.99;0.59;0.0;0.54;0.09;0.18;0.0;0.0;0.14;0.0;0.0;0.0;0.0;Joaquín Gutiérrez;Huachipato
0.0;0.35;0.0;3.52;44.78;1.29;68.75;0.23;22.22;2.58;0.12;78.06;4.81;49.4;90;0.7;1.99;1.17;1.41;0.0;0.0;0.0;1.53;0.0;0.0;0.0;0.0;0.0;8.33;0.12;28.4;1.29;0.12;14.29;1.88;47.06;1.41;0.82;0.59;0.0;0.7;0.12;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Renato Cordero;Universidad de Chile
0.0;0.0;0.0;5.09;66.67;0.0;0.0;0.0;0.0;3.4;0.0;86.67;5.09;54.55;90;1.7;0.85;0.85;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.94;0.0;11.04;0.0;0.0;0.0;1.7;66.67;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Bryan González;Universidad Católica
0.0;0.0;0.0;3.67;57.14;0.46;50.0;0.46;33.33;1.38;0.0;65.0;4.13;56.25;90;1.84;0.46;1.38;1.38;0.0;0.0;0.0;0.46;0.0;0.0;0.0;0.0;0.0;3.21;0.0;17.91;0.92;0.0;0.0;0.92;66.67;0.92;1.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46;;0.0;0.0;0.0;Nelson Guaiquil;Huachipato
0.23;0.08;0.08;4.19;54.55;0.16;28.57;2.17;68.29;0.62;0.0;80.56;4.34;52.83;90;1.4;0.16;1.71;1.94;0.0;0.0;0.0;1.78;0.08;0.0;0.0;0.0;0.0;10.47;0.08;22.48;1.24;0.31;14.81;1.86;68.57;0.47;0.08;0.62;0.08;1.63;0.62;0.39;14.29;0.0;0.08;0.0;0.0;0.0;0.0;Lucas Assadi;Universidad de Chile
0.11;0.11;0.0;4.37;56.16;1.28;52.17;0.75;31.82;2.35;0.11;71.94;5.65;55.21;90;1.28;0.85;0.32;2.35;0.0;0.0;0.0;1.39;0.32;0.0;0.0;0.0;0.0;8.21;0.11;27.62;0.53;0.64;20.0;2.13;45.45;0.96;2.35;0.75;0.0;1.28;0.32;0.0;8.33;0.0;0.21;0.0;0.0;0.0;0.0;Simón Contreras;Deportes Magallanes
0.0;0.11;0.0;2.53;54.55;0.84;61.54;0.63;100.0;1.26;0.0;77.97;3.37;56.14;90;0.63;1.26;0.11;1.89;0.0;0.0;0.0;1.16;0.11;0.0;0.0;0.0;0.0;4.95;0.0;33.16;0.21;0.11;50.0;3.89;50.0;0.95;4.21;0.74;0.0;0.32;0.11;0.0;0.0;0.11;0.0;0.0;0.0;0.0;0.0;Daniel González;Universidad Católica
0.08;0.17;0.0;5.26;47.37;0.25;18.75;1.84;53.66;2.01;0.17;84.2;5.52;44.3;90;1.42;1.84;1.59;1.84;0.0;0.0;0.0;1.09;0.25;0.0;0.0;0.0;0.0;12.7;0.08;32.51;1.17;0.5;14.63;0.67;36.36;0.58;0.42;0.92;0.17;2.17;0.5;0.58;3.85;0.0;0.25;;0.0;0.0;0.0;Thomas Jones;Deportes Magallanes
0.0;0.2;0.0;3.69;42.05;0.7;63.64;1.89;59.38;1.59;0.1;78.4;4.39;44.44;90;0.2;1.3;1.59;1.99;0.0;0.0;0.0;1.1;0.2;0.0;0.0;0.0;0.0;12.66;0.3;39.07;1.5;1.3;33.33;2.49;52.08;1.1;0.6;0.9;0.0;1.0;0.2;0.4;0.0;0.0;0.0;;0.1;0.0;0.0;Brayan Garrido;Unión La Calera
0.0;0.0;0.0;5.44;58.23;0.0;0.0;0.59;50.0;2.37;0.0;82.56;5.44;54.12;90;2.48;1.3;1.18;2.48;0.0;0.0;0.0;1.06;0.24;0.0;0.0;0.0;0.0;11.59;0.0;33.59;0.95;0.71;35.29;2.25;54.29;0.83;0.24;0.95;0.12;1.54;0.24;0.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Rodrigo Cisterna;Ñublense
0.74;0.0;0.0;2.95;50.0;1.48;100.0;1.48;50.0;0.0;0.0;61.11;4.43;60.0;90;1.48;0.74;0.74;5.9;0.0;0.0;0.0;1.48;0.74;0.0;0.0;0.0;0.0;7.38;0.74;16.23;0.74;0.74;14.29;0.0;0.0;0.0;0.0;0.0;0.0;2.95;2.21;0.74;25.0;0.0;0.74;;0.0;0.0;0.0;Bairo Riveros;Unión La Calera
0.0;0.33;0.0;4.47;45.0;1.16;63.64;0.5;75.0;2.98;0.0;75.54;5.63;47.89;90;0.99;1.32;1.82;1.32;0.0;0.0;0.0;0.5;0.33;0.0;0.0;0.0;0.0;7.94;0.0;34.74;0.5;0.0;0.0;5.29;52.46;2.32;1.16;2.15;0.0;0.17;0.0;0.17;0.0;0.0;0.0;;0.0;0.0;0.0;Nelson Acevedo;Unión La Calera
0.23;0.0;0.12;3.8;44.59;0.23;28.57;0.92;47.06;1.15;0.12;66.24;4.03;43.21;90;1.73;1.84;1.5;1.61;0.0;0.0;0.0;1.38;0.12;0.0;0.0;0.0;0.0;5.99;0.12;11.98;1.27;0.92;15.38;0.81;46.67;0.23;0.23;0.58;0.23;3.23;1.38;0.92;7.14;0.23;0.58;0.0;0.0;0.0;0.0;Reiner Castro;Deportes Copiapó
0.0;0.32;0.0;3.81;55.81;1.27;66.67;0.79;62.5;2.54;0.0;79.65;5.08;58.18;90;0.48;1.75;0.32;2.22;0.0;0.0;0.0;1.27;0.48;0.0;0.0;0.0;0.0;3.02;0.0;28.57;0.48;0.0;0.0;4.13;54.17;1.9;4.44;0.48;0.0;0.48;0.16;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Axl Rios;Deportes Copiapó
0.0;0.26;0.04;3.1;47.73;0.85;62.16;0.33;56.25;1.81;0.0;80.88;3.95;50.23;90;0.96;1.25;0.85;1.03;0.0;0.0;0.0;1.18;0.15;0.0;0.0;0.0;0.0;7.12;0.0;40.59;0.22;0.04;11.11;4.8;62.8;1.37;1.18;1.11;0.0;0.3;0.04;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Ignacio Saavedra;Universidad Católica
0.0;0.0;0.0;2.57;41.27;0.1;33.33;0.79;34.78;0.79;0.2;83.38;2.66;40.91;90;0.99;0.1;1.28;2.17;0.0;0.0;0.0;1.48;0.1;0.0;0.0;0.0;0.0;12.24;0.3;28.22;2.07;1.78;26.09;0.39;44.44;0.0;0.2;0.89;0.2;1.68;0.39;0.49;0.0;0.0;0.1;0.0;0.0;0.0;0.0;Bastián Yáñez;Unión Española
0.0;0.23;0.0;2.03;47.37;2.03;90.0;0.23;100.0;1.8;0.0;72.05;4.05;62.07;90;0.0;1.13;0.23;1.13;0.0;0.0;0.0;1.58;0.0;0.0;0.0;0.0;0.0;4.73;0.0;26.1;0.23;0.0;0.0;1.13;20.83;1.58;1.13;1.13;0.0;0.23;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Ignacio Mesina;Coquimbo Unido
0.0;0.22;0.0;2.48;54.76;1.11;67.39;0.25;100.0;1.83;0.04;78.19;3.59;58.14;90;0.39;0.97;0.18;1.0;0.0;0.0;0.0;1.22;0.14;0.0;0.0;0.0;0.0;7.75;0.04;35.63;0.39;0.14;13.33;2.44;34.69;1.47;2.91;0.97;0.0;0.29;0.11;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Marcelo Jorquera;Cobresal
0.0;0.08;0.0;3.76;53.89;1.04;51.02;0.63;48.39;2.34;0.04;69.25;4.8;53.24;90;0.79;0.54;0.42;1.09;0.0;0.0;0.0;1.09;0.17;0.0;0.0;0.0;0.0;4.93;0.08;21.26;0.88;0.67;32.0;1.21;25.66;1.25;2.34;1.67;0.0;0.29;0.08;0.0;0.0;0.0;0.04;0.0;0.0;0.0;0.0;Dylan Escobar;Coquimbo Unido
0.0;0.0;0.0;2.54;47.06;0.64;50.0;0.0;0.0;2.54;0.0;73.02;3.18;47.62;90;0.0;1.91;0.32;1.27;0.0;0.0;0.0;2.23;0.0;0.0;0.0;0.0;0.0;2.23;0.0;29.26;0.0;0.0;0.0;6.36;55.56;1.27;3.5;0.32;0.0;0.32;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Bastian Tapia;Audax Italiano
0.0;0.75;0.0;0.5;66.67;0.5;100.0;0.25;100.0;0.0;0.0;76.99;1.0;80.0;90;0.25;0.25;0.0;1.0;2.75;2.25;0.5;1.75;0.25;1.0;0.25;0.5;0.25;2.25;0.0;21.75;0.0;0.0;0.0;6.0;48.98;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Fernando Otárola;Unión La Calera
0.0;0.32;0.05;2.46;43.55;0.73;41.03;0.46;37.04;1.82;0.0;77.15;3.19;42.94;90;0.23;1.09;0.32;1.23;0.0;0.0;0.0;1.14;0.27;0.0;0.0;0.0;0.0;6.06;0.09;23.7;0.55;0.18;11.11;2.55;58.33;1.59;1.69;1.05;0.0;0.59;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Esteban Valencia;Unión La Calera
0.0;0.12;0.0;4.07;58.62;2.52;77.78;0.84;63.64;1.68;0.0;70.66;6.59;64.71;90;1.56;0.84;0.84;1.8;0.0;0.0;0.0;0.72;0.48;0.0;0.0;0.0;0.0;4.19;0.0;26.84;0.12;0.0;0.0;4.43;46.84;2.04;3.48;0.84;0.0;0.36;0.12;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Daniel Gutiérrez;Colo Colo
0.41;0.41;0.0;3.32;33.33;0.83;20.0;0.83;28.57;2.49;0.0;70.09;4.15;29.41;90;0.0;1.24;1.66;4.15;0.0;0.0;0.0;0.41;0.0;0.0;0.0;0.0;0.0;14.52;0.41;34.01;1.66;1.24;30.0;2.49;42.86;0.41;0.41;1.66;0.0;2.9;1.66;0.41;14.29;0.0;0.0;0.0;0.0;0.0;0.0;Diego Acevedo;Unión Española
0.0;0.0;0.0;1.53;50.0;0.0;0.0;0.0;0.0;1.53;0.0;68.75;1.53;50.0;90;0.0;0.0;0.0;4.58;0.0;0.0;0.0;0.0;1.53;0.0;0.0;0.0;0.0;4.58;1.53;16.78;1.53;0.0;0.0;3.05;100.0;0.0;1.53;0.0;0.0;1.53;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Jeisson Vargas;Universidad de Chile
0.0;0.0;0.0;2.68;63.64;1.91;55.56;0.19;50.0;1.72;0.0;83.57;4.59;60.0;90;0.76;0.96;0.0;1.15;0.0;0.0;0.0;1.53;0.0;0.0;0.0;0.0;0.0;2.68;0.0;34.01;0.0;0.0;0.0;1.91;37.04;1.15;2.29;0.38;0.19;0.19;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Enzo Ferrario;Unión La Calera
0.0;0.0;0.0;2.13;50.0;8.5;54.55;0.71;100.0;1.42;0.0;47.37;10.63;53.57;90;0.0;2.83;0.0;4.96;0.0;0.0;0.0;2.13;0.0;0.0;0.0;0.0;0.0;3.54;0.0;12.76;0.0;0.0;0.0;0.0;0.0;0.0;0.71;0.0;0.0;1.42;0.0;0.0;0.0;1.42;0.71;0.0;0.0;0.0;0.0;Hernán Rivero;Palestino
0.68;0.27;0.0;2.03;31.25;3.38;56.82;0.14;20.0;0.95;0.14;63.89;5.41;43.48;90;0.95;2.43;1.08;3.51;0.0;0.0;0.0;1.62;0.41;0.0;0.0;0.0;0.0;4.73;0.27;12.43;1.76;0.0;0.0;0.54;50.0;0.54;1.62;0.68;1.08;4.59;1.89;0.27;14.71;0.27;1.22;0.0;0.0;0.0;0.0;Manuel López;Deportes Copiapó
0.08;0.0;0.08;3.28;48.75;0.67;36.36;0.5;60.0;2.61;0.08;74.9;3.95;46.08;90;0.17;0.84;0.34;1.93;0.0;0.0;0.0;1.09;0.08;0.0;0.0;0.0;0.0;10.43;0.0;31.37;0.76;0.59;21.88;2.44;43.28;0.84;2.27;2.02;0.0;0.76;0.17;0.25;11.11;0.0;0.08;0.0;0.0;0.0;0.0;Felipe Massri;Unión Española
0.11;0.27;0.05;1.87;67.31;0.96;64.29;0.05;25.0;1.07;0.05;77.5;2.82;66.25;90;0.75;0.53;0.11;1.07;0.0;0.0;0.0;1.44;0.21;0.0;0.0;0.0;0.0;2.66;0.0;28.08;0.05;0.0;0.0;4.0;49.34;1.07;4.69;0.11;0.05;0.32;0.11;0.0;33.33;0.05;0.05;0.0;0.0;0.0;0.0;Osvaldo Bosso;Audax Italiano
0.16;0.27;0.11;4.64;46.52;0.53;43.48;1.92;54.55;1.97;0.21;69.19;5.17;46.19;90;0.75;1.6;1.39;1.39;0.0;0.0;0.0;0.96;0.11;0.0;0.0;0.0;0.0;8.8;0.21;19.51;1.71;1.12;32.31;1.28;42.11;0.75;0.16;0.75;0.05;1.71;0.37;0.53;9.38;0.0;0.53;0.0;0.0;0.0;0.0;Jonathan Benítez;Palestino
0.13;0.39;0.0;2.49;41.3;0.92;30.43;0.26;16.67;1.05;0.26;67.5;3.41;37.68;90;1.18;0.79;0.79;2.62;0.0;0.0;0.0;1.31;0.13;0.0;0.0;0.0;0.0;5.77;0.39;14.17;1.05;0.13;25.0;1.05;44.44;0.39;1.84;0.66;0.26;1.71;0.92;0.0;7.69;0.0;0.26;0.0;0.0;0.0;0.0;Pedro Sánchez;Everton de Viña del Mar
0.0;0.0;0.0;0.55;40.0;1.09;50.0;0.0;0.0;0.55;0.0;79.79;1.64;46.15;90;0.0;0.27;0.0;1.64;0.0;0.0;0.0;1.64;0.27;0.0;0.0;0.0;0.0;0.55;0.27;20.52;0.27;0.0;0.0;1.64;33.33;0.55;6.29;0.55;0.0;0.82;0.0;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cristian Toro;Cobresal
0.0;0.19;0.0;3.44;64.29;0.57;30.0;0.57;50.0;2.48;0.0;82.93;4.01;55.26;90;0.38;0.76;0.0;1.91;0.0;0.0;0.0;1.34;0.38;0.0;0.0;0.0;0.0;4.78;0.0;32.48;0.57;0.0;0.0;3.63;51.35;1.34;3.82;0.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19;Vicente Vega;Everton de Viña del Mar
0.33;0.49;0.0;2.78;34.0;0.49;60.0;1.47;50.0;0.82;0.16;71.57;3.27;36.36;90;0.49;1.64;2.13;2.29;0.0;0.0;0.0;1.31;0.33;0.0;0.0;0.0;0.0;6.38;0.33;11.95;1.31;0.33;18.18;0.33;40.0;0.65;0.65;0.33;0.0;2.13;0.65;0.49;15.38;0.0;0.49;;0.0;0.0;0.0;Juan Carlos Gaete;Unión La Calera
0.0;0.0;0.0;4.57;43.75;0.65;20.0;1.3;25.0;1.96;0.65;91.18;5.22;38.1;90;1.3;0.0;1.3;4.57;0.0;0.0;0.0;1.96;0.0;0.0;0.0;0.0;0.0;9.13;0.65;20.22;2.61;0.0;0.0;1.3;100.0;1.3;1.3;0.65;0.65;3.26;1.3;0.0;0.0;0.0;0.65;;0.0;0.0;0.0;Luca Pontigo;Deportes Copiapó
0.0;0.35;0.0;1.81;55.26;0.86;40.0;0.09;50.0;1.55;0.0;83.87;2.67;49.21;90;0.17;0.43;0.35;1.73;0.0;0.0;0.0;1.21;0.09;0.0;0.0;0.0;0.0;1.81;0.0;26.92;0.35;0.0;0.0;3.11;63.16;2.24;3.28;0.6;0.09;0.35;0.0;0.09;0.0;0.0;0.0;0.0;0.0;0.09;0.0;Valentín Vidal;Unión Española
0.07;0.43;0.0;2.5;39.33;0.57;50.0;0.57;47.06;1.14;0.14;69.76;3.07;40.95;90;0.79;1.5;0.93;1.5;0.0;0.0;0.0;1.0;0.14;0.0;0.0;0.0;0.0;5.57;0.07;24.71;0.43;0.64;16.07;3.86;50.94;2.14;1.57;0.79;0.0;0.71;0.29;0.14;10.0;0.0;0.07;0.0;0.0;0.0;0.0;Nicolás Baeza;Huachipato
0.06;0.24;0.06;3.18;54.64;1.02;35.42;0.18;42.86;2.34;0.06;67.29;4.2;48.28;90;0.66;1.08;0.18;1.2;0.0;0.0;0.0;1.14;0.3;0.0;0.0;0.0;0.0;4.08;0.18;21.49;0.54;0.18;21.43;2.04;29.82;1.86;3.24;1.2;0.0;0.3;0.18;0.06;20.0;0.0;0.06;;0.0;0.0;0.0;Agustín Ortíz;Deportes Copiapó
